"elec_rep16_win","fips_state","elec_rep12_win","elec_voting_participation","elec_voting_power","demo_sex_ratio","demo_population_density","demo_median_age","demo_age_dependency_ratio","population_white","population_african_american","population_native","population_asian","population_other","population_latino","population_homnogenity_index","finance_gini_coef","finance_median_earning","poverty_children","poverty_child_living_in_families","poverty_below_federal_threshold","poverty_adult","demo_unemployment","occupation_management","occupation_service","occupation_sale","occupation_agriculture","occupcation_maintainance","occupation_transportation","education_less_than_high_school","education_at_least_bachelor","education_graduate_degree","education_school_enrollment","education_preschool_enrollment","demo_uninsured","healthcare_life_expectancy","health_infant_mortality","health_hiv","health_sti","health_poor_physiscal_health_days","health_poor_mental_health_days","health_children_with_single_parent","health_adult_smoking","health_adult_obesity","health_diabetes","health_low_birth_weight","health_teen_birth","health_injury","demo_violent_crime","demo_homicide","weather_winter_prcp","weather_winter_tavg"
TRUE,"46",TRUE,57.7478393492628,0.0944824909196773,98.1,11.8938371127681,41.5,56.5,92.7,0.4,1.9,0.7,1.8,2.5,0.86801225,0.455,21745,20.9,15.8,15.3,8.1,0.035,31.4,23.2,25.1,0.4,12.4,7.4,7.4,31.8,10.1,77,31.1,0.128,78.9770772337204,8.34285714285714,62.744137711254,332,2.9,2.6,0.278,0.153,0.251,0.081,0.08,17.5,56.8,114.95,8.6,2.21625,26.9625
TRUE,"46",TRUE,62.9664687491036,0.182593506529515,99.1,33.3573105026663,33.8,64.3,95.3,0.7,0.5,1,1.3,1.2,0.9125175,0.432,34213,5.4,4.9,4.3,7.5,0.024,41,12.1,28,0.6,8.2,10.1,4.4,36.9,11,77.3,47.8,0.069,82.0658011049724,6.7,62.744137711254,209.1,2.2,2.2,0.205,0.147,0.283,0.063,0.06,15.9,34.7,216.3,8.6,1.54,19.5
TRUE,"46",TRUE,57.3255389112167,0.0130507111764217,112,0.902272607065376,35.5,77.6,58.1,0.1,37.8,0.3,2.6,1.1,0.49796,0.37,20480,34.6,25.4,18.8,5.8,0.042,37.8,18.4,18.4,5.7,7.5,12.2,14.5,19.8,5.6,67.3,36.4,0.216,79.3337735849057,8.34285714285714,62.744137711254,501.5,3.6,3.1,0.415,0.223,0.326,0.113,0.05,74.3,142.4,107.382903133903,8.6,1.25,22.8
TRUE,"46",TRUE,63.5766423357664,0.0217345495882663,100.3,3.77425194403797,42.8,83.9,97,0.1,0.4,0.1,0.5,1.8,0.9488835,0.482,26713,7.9,6.7,7.9,14.4,0.026,36.6,14.2,26.1,3.9,9.6,9.7,9.8,20.4,6.3,81.1,34.1,0.112,78.8781977034448,8.34285714285714,62.744137711254,89.1,2.6,2.3,0.167,0.144,0.275,0.087,0.06,18.5,57.1,29.55,8.6,1.9575,21.0666666666667
TRUE,"46",TRUE,64.5246946362188,0.010106191255164,106.1,0.76870982102081,52.1,87,97.8,0,0,0.2,0.9,1,0.9683465,0.461,22155,17.8,21.3,16.5,27.1,0.039,42.6,20.7,10.7,4.6,12,9.4,32.1,14.8,2.3,71.9,41,0.154,79.9596166909267,8.34285714285714,62.744137711254,199.953846153846,2.9,2.6,0.207,0.15,0.303,0.114,0.09,38.2623931623932,88.9952662721894,26.93,8.6,1.44861111111111,16.0111111111111
TRUE,"46",FALSE,56.8038879359634,0.0165275736823135,108.2,2.16577854527658,42.6,70.7,84.6,0.1,7.4,0.2,0.9,6.8,0.762701,0.451,21865,46.5,27.6,17.1,12.8,0.041,33.2,16.1,17.9,5,10.1,17.7,14.7,16.7,3.6,83.1,44.3,0.175,78.7089145052834,8.34285714285714,62.744137711254,128.5,2.9,2.5,0.257,0.159,0.313,0.098,0.06,30.4,64.4,192.61,8.6,1.755,15.15
TRUE,"46",TRUE,54.708678939915,0.0899742146560568,110.1,2.93454591076682,36.2,60.8,90.2,1.2,2.2,0.6,2.7,3,0.815115,0.377,24523,16.4,12.1,10.1,10.1,0.033,28,18.8,26.7,2,11.9,12.5,7.4,21,5.4,68.3,41,0.14,78.6792194193241,8.34285714285714,62.744137711254,418.4,2.9,2.5,0.281,0.184,0.281,0.08,0.07,30.3,66.4,75.31,8.6,1.4575,22.05
TRUE,"46",TRUE,55.6842867487328,0.00639642886849475,99.8,0.616083113779913,32,89.3,39.3,0.1,53.3,0.2,5.6,1.5,0.4466975,0.461,21159,49,40.5,27,6.3,0.061,45.9,15.7,18.5,5.9,8.5,5.4,14.4,14.9,3.8,81.4,72.1,0.209,73.2207907907908,8.34285714285714,62.744137711254,380.8,4.6,3.7,0.508,0.275,0.321,0.153,0.06,88.2,116.1,273.71,8.6,1.33,24.8
TRUE,"46",TRUE,67.0194003527337,0.00948235228879585,103.4,1.56116849307617,43.5,89.3,97.1,0.1,0.2,0.4,0.9,1.3,0.959537,0.437,26037,9.7,8.2,8.8,15.4,0.032,38.9,11.5,17.3,3.5,6.6,22.2,14.4,17.5,4.4,88,46.3,0.116,78.9106882989184,8.34285714285714,62.744137711254,206.453846153846,2.7,2.4,0.212,0.146,0.314,0.097,0.0608394062078273,19.1846153846154,88.9952662721894,27.8,8.6,2.285,20.9
TRUE,"46",TRUE,59.5092119884063,0.637006127484959,100.4,85.5976400637547,34.8,58.6,86.2,3.7,2.3,1.5,2.1,4.1,0.76579325,0.422,28281,15.9,12.2,9.7,7.6,0.03,32.5,15.3,28.9,0.6,7.9,14.7,9.1,28.9,8.5,72.8,33.7,0.119,78.7549301397206,5.6,62.744137711254,532.5,2.7,2.6,0.327,0.165,0.279,0.074,0.07,34.3,60.2,284.84,2.4,1.91666666666667,18.1333333333333
TRUE,"46",TRUE,65.183752417795,0.0252280477999279,100.5,4.78663349627037,40.7,71,80.6,0.5,13.7,1.1,2.4,1.7,0.682446,0.38,27259,11.9,8.8,7.1,13.1,0.041,33,18.3,18.7,2.8,10.3,16.9,9.4,21.7,5.5,75.7,26.9,0.145,79.791246882793,8.34285714285714,62.744137711254,294.8,3.1,2.7,0.382,0.182,0.335,0.104,0.06,30.1,68.2,183.68,8.6,1.67,16.3
TRUE,"46",TRUE,55.9478571608325,0.369845010674578,100.2,14.7519765137487,37.1,63.3,81.7,1,9,1,3.3,4,0.6938525,0.454,24890,31.3,20.7,14,7.6,0.034,35.1,17.3,26.3,0.3,10.9,10.1,8.6,27.8,9.6,75,42.4,0.134,79.6724075924076,7.7,62.744137711254,576,3.1,2.7,0.382,0.184,0.276,0.085,0.07,46,69.7,493.33,2.9,1.084,25.7
TRUE,"46",TRUE,67.2873465933136,0.0132253860870047,102.1,0.400968207182699,49.9,80.1,96.7,0.1,1.2,0.1,1.3,0.7,0.93264625,0.547,22769,40.2,25.6,18.7,21.2,0.033,45.7,13,18.5,2.1,11.8,8.8,17.3,17.8,3.4,73.7,39.2,0.192,78.5857694210787,8.34285714285714,62.744137711254,443.87949602122,2.8,2.5,0.21,0.15,0.341,0.102,0.04,16.2846153846154,146.7,22.14,8.6,1.24666666666667,20.1666666666667
TRUE,"46",TRUE,75.54704595186,0.0114869548340588,90.8,1.03437090546805,52.5,88.3,97,0.1,0.9,0.3,0.9,0.7,0.93343125,0.426,21828,29.9,11.7,10,10.8,0.034,33.8,19.1,20.9,5,12.1,9.1,13,19.9,4,76.5,16.3,0.135,75.1666247379455,8.34285714285714,62.744137711254,254.3,2.6,2.4,0.311,0.137,0.296,0.107,0.0608394062078273,26.8,129.776923076923,70.65,8.6,1.455,17.6
TRUE,"46",FALSE,57.9441797140912,0.0354007818781712,100.3,3.61821268996043,39.2,86.6,61.5,0.1,34.1,0.2,2.9,1.2,0.50466125,0.453,22584,42.8,33.9,20,11,0.047,32.1,19.1,22.1,2.1,12.1,12.5,14,15,4.4,74.4,44.1,0.175,78.6666699950075,8.34285714285714,62.744137711254,1242.4,3.6,3.1,0.459,0.208,0.339,0.12,0.06,71,102,178.11,8.6,1.88,15.675
TRUE,"46",TRUE,58.9323467230444,0.00927440596667314,109.8,1.58626440374025,46.8,62,97.5,0,0.3,0.2,0.9,1.2,0.94319575,0.387,23668,24.6,21.4,12.7,15.1,0.025,29.3,15.3,23.4,8.6,8.7,14.5,15.4,15.3,2.9,68.9,35.7,0.162,78.7032221163012,8.34285714285714,62.744137711254,344.2,2.7,2.4,0.181,0.154,0.304,0.093,0.07,38.2623931623932,88.9952662721894,8.72676923076923,8.6,1.72,20
TRUE,"46",TRUE,61.9348268839104,0.0252945906230072,102.3,1.68671377765218,43.8,78.3,96.6,0.3,1.2,0.1,0.8,1.1,0.93350425,0.474,23789,24.7,19,17,12,0.035,35.5,18.9,20.1,3.3,6.7,15.5,16.5,15.9,3.4,74.9,28.5,0.115,78.6776767177459,8.34285714285714,62.744137711254,60.5,2.8,2.5,0.211,0.152,0.305,0.092,0.09,16,92.2,154.23,8.6,1.496,19.1
TRUE,"46",TRUE,68.5358255451713,0.0128094934427593,101.9,0.791753732301099,40.1,71.4,89.5,0.3,6.6,0.1,2.7,0.7,0.80537375,0.422,24152,19.8,18.1,11.9,17.3,0.026,32.7,16.7,24.1,7.1,7.6,11.8,8.9,27.7,12,73.2,24.7,0.152,79.6926795443289,8.34285714285714,62.744137711254,538.9,2.5,2.3,0.404,0.148,0.328,0.084,0.06,32.3,88.9952662721894,122.17,8.6,1.16,22
TRUE,"46",TRUE,73.1009830205541,0.00680400365985527,127.4,0.563343541616842,44.6,70.2,96.4,0.1,1.2,0,1.5,0.9,0.9317405,0.406,24315,38.7,12.8,8,8.4,0.028,41.3,12.9,23.2,5.3,12.3,5.1,8,25.1,2.3,82.5,45.5,0.151,79.9603869832894,8.34285714285714,62.744137711254,280.3,2.2,2.1,0.155,0.13,0.321,0.085,0.08,38.2623931623932,88.9952662721894,72.24,8.6,1.78,19.1
FALSE,"46",FALSE,42.2147083685545,0.0207696786536169,95.7,2.76447543898501,23.9,89.5,9.5,0.2,86.3,0.2,1.5,2.4,0.69375875,0.498,19318,69.8,59,48.8,45.7,0.087,37.8,19,20.8,4.6,4,13.8,17,18.1,6.4,73,55.7,0.154,73.1326060296372,12.2,62.744137711254,1951.3,5.7,4.6,0.697,0.382,0.375,0.159,0.08,123,206.6,107.382903133903,20.5,1.332,24.9
TRUE,"46",TRUE,63.2878645343368,0.0223833421132892,102.1,1.31793961662817,46.4,76.2,82.8,0.1,13.6,0.2,2.1,1.1,0.72014375,0.418,21620,30,27.4,16.5,10.3,0.032,42.6,14.2,17.4,5.8,8.8,11.2,11.8,16,3.3,73.2,29.7,0.184,78.8008609599208,8.34285714285714,62.744137711254,309.9,3.3,2.9,0.368,0.182,0.301,0.112,0.08,43,86.1,99.79,8.6,1.425,25.1
TRUE,"46",TRUE,66.8147913029678,0.0350181606454654,101.2,5.19469200364197,44,77,96.8,0.2,0.6,0.2,0.8,1.3,0.94402975,0.393,26774,13.1,8.9,7.7,9.1,0.029,29.5,16.3,24,3.6,11.6,15,9.9,21.5,4.7,81.7,32.4,0.128,80.1149701789264,8.34285714285714,62.744137711254,48.1,2.5,2.4,0.241,0.144,0.328,0.087,0.06,16.1,67.2,71.37,8.6,1.82,19.4
TRUE,"46",TRUE,68.7109905020353,0.0631824105137661,101.5,12.4430140431394,40.8,68,94.5,0.6,0.5,0.9,1.3,2.1,0.88452575,0.469,31869,9.6,4.3,4.9,10.5,0.037,35.4,13.2,26.5,1,7.3,16.6,7.7,29.1,9.8,81.9,50.1,0.081,80.0242431761787,8.34285714285714,62.744137711254,161.6,2.2,2.1,0.18,0.139,0.305,0.075,0.07,15.2,42.5,34.32,8.6,2.87,20.4
TRUE,"46",TRUE,59.598160251755,0.0204785538026451,95.8,2.99398996479838,44.9,85,82.2,0.1,14.1,0.2,2.6,0.7,0.700958,0.488,21988,43.6,23.6,14.5,14.4,0.053,39.3,17.9,19.7,5.7,8.4,9,17.1,21.3,4.7,79.5,76,0.143,79.8222982635342,8.34285714285714,62.744137711254,512.9,2.8,2.5,0.257,0.154,0.285,0.103,0.04,37.3,80.4,150.78,8.6,1.12,17.7333333333333
TRUE,"46",TRUE,56.654359556944,0.0829622646740788,108.8,16.7697997497735,40.8,61.6,91.6,1.5,2.4,0.5,1.3,2.7,0.849768,0.458,24301,12.5,10.7,11.2,13.5,0.03,31.4,17.6,24.4,0.8,8.1,17.7,11.5,26.8,9.2,75.5,47.9,0.118,80.205785440613,8.34285714285714,62.744137711254,269.9,2.8,2.4,0.262,0.154,0.285,0.085,0.06,28.5,68.3,194.07,8.6,2.08,22.4
TRUE,"46",FALSE,42.3719376391982,0.00632988604541548,96.5,0.557713369405535,27.5,76.2,21.7,0.2,72.2,0.1,2.7,3.1,0.55547275,0.485,14905,59.2,56.1,46,22.9,0.058,49.8,15.9,12.9,7.5,5.8,8.1,23.1,12,3.1,73.5,42.7,0.199,75.241272264631,8.34285714285714,62.744137711254,801.7,5.2,4,0.585,0.36,0.433,0.148,0.07,53.1,99.3,23.47,8.6,1.242,20.98
TRUE,"47",TRUE,50.9010091302259,0.132698304751082,94.2,86.3789369276096,43.2,65.9,90.7,3.7,0.3,1.1,1.9,2.4,0.829553,0.453,27596,32.2,25.2,16.5,11.1,0.068,33.3,16.9,25,0.2,9.7,14.9,16.3,22.1,9.2,73.7,38.9,0.135,75.6966117404737,6.6,100.013,266.5,4.5,4.5,0.342,0.227,0.331,0.114,0.09,41.2,92.2,380.97,4.3,14.7466666666667,38.8
TRUE,"47",TRUE,46.2506403688525,0.0646288483134757,97.4,37.4872589194407,36.6,68.2,78.5,7.6,0.2,0.8,1.6,11.3,0.62542975,0.457,23080,38.1,31.7,21.7,13.5,0.074,23.3,10.9,23.7,1.3,14,26.9,25.8,12.8,3.5,70.6,24.4,0.217,75.8883282674772,7.5,100.524,370.8,5.1,4.8,0.38,0.25,0.337,0.119,0.09,56.2,85.9,362.15,4.4,15.395,39.6375
TRUE,"47",TRUE,48.3873474780446,0.0278559508203323,97.1,15.9293105609244,46.1,72.2,94.4,1.9,0.4,0.4,1.1,1.8,0.89483375,0.426,24057,18.3,26.2,17.6,11.8,0.09,24.9,16.3,20.1,0.7,11.6,26.5,23.4,12.6,5.2,71.7,37.4,0.18,72.6165144596652,8.07133458646616,70.972,287.3,5,4.9,0.341,0.241,0.339,0.137,0.08,61.5,128.1,249.53,6.352863514719,13.9041666666667,39.7
TRUE,"47",TRUE,40.1048854540436,0.0195027448804735,127.8,13.0016477398769,42.9,58.1,92.7,3.6,0.4,0.1,1.1,2,0.864959,0.393,20782,49.6,34.1,23.1,18.3,0.087,22.6,18,23.3,4.6,13.1,18.3,28.5,8.8,3.9,81.7,65.7,0.209,76.1050746268657,8.07133458646616,63.291,422.1,5,4.7,0.284,0.252,0.323,0.127,0.07,53.7,76.2,92.69,6.352863514719,13.98,40.2
TRUE,"47",TRUE,51.0535484673773,0.220279454334764,93.9,86.5130492033921,42.6,64.3,92.1,2.7,0.3,0.7,1.5,2.8,0.85537775,0.429,26087,19.6,16.5,11.7,6.8,0.06,30.5,16,27.4,0.5,10.2,15.4,14.5,20.6,7.3,75.2,28.9,0.148,76.9815987622486,5.8,89.192,269.8,4.4,4.4,0.253,0.209,0.341,0.113,0.08,40.9,74.3,334.9,2.5,13.915,39.05
TRUE,"47",TRUE,47.3558768533881,0.160903237929908,94.8,119.862963122444,39.4,60.9,88.5,4.2,0.2,0.8,1.5,4.7,0.800291,0.459,23469,22.6,20.2,16,10.8,0.062,29.3,15.2,25.4,0.3,10.4,19.4,20,19.2,7.5,75,29.6,0.177,76.3201232032854,7,134.345,425.2,4.9,4.8,0.332,0.228,0.336,0.111,0.08,44.5,74.7,630.96,4,14.64,40.7
TRUE,"47",TRUE,38.0654293803083,0.0541414810274399,93.9,32.3038822731903,43,65.8,97,0.3,0.2,0.3,1,1.2,0.9383195,0.456,23277,36.9,28.3,23.2,18.3,0.094,24.6,14.8,23.9,0.5,15.1,21.2,31,9.2,3.4,71.7,28.9,0.167,73.5192057761733,6.22210526315789,37.837,175.7,5.1,5,0.282,0.261,0.32,0.125,0.1,53.5,105.6,373.43,5.31115789473684,13.19,37.1
TRUE,"47",TRUE,46.5942096879978,0.0222498624204164,96.8,20.0394858540903,41.9,64.1,95.6,1.2,0.2,0.1,1.4,1.5,0.9069855,0.401,25223,14.3,18.2,13.7,11.3,0.062,20.2,14.9,23.9,1.1,12.9,27.1,22.3,11.1,2.5,67.7,34.5,0.164,74.7474390243902,8.07133458646616,153.218,267.9,4.7,4.6,0.347,0.239,0.316,0.119,0.1,41.1,116,216.34,6.352863514719,14.96,38.9
TRUE,"47",TRUE,49.2689792953142,0.0485488150259276,95.1,18.2680277179116,42.6,68.8,85.7,10,0.4,0.2,1.6,2.1,0.74769525,0.46,23412,29,27.3,19.6,14.1,0.101,27,14.6,20.3,0.3,9.5,28.3,22.6,15.5,5.3,73.7,46.2,0.16,73.2874628395695,9.6,107.692,383.9,4.7,4.5,0.337,0.232,0.303,0.129,0.09,47.4,100.5,269.79,7.49115789473684,13.74,39
TRUE,"47",TRUE,45.2404985517423,0.0922431959625426,95.8,64.4339255865096,43.6,62.7,95.5,1.3,0.2,0.3,1.1,1.5,0.910725,0.44,21546,47.3,36.4,23.5,14.4,0.076,27.2,18.2,24.9,0,11.4,18.3,23.1,14.9,5.1,72.4,30,0.177,75.6490806945863,8.4,91.248,190,5,4.9,0.318,0.244,0.295,0.126,0.1,45.9,78.1,206.33,2.8,10.61,37.3
TRUE,"47",TRUE,51.1988668937376,0.0679262841879673,98.4,50.3275679075656,39.8,58.1,94.4,1.4,0.3,0.4,1.2,2.3,0.885537,0.394,30422,6.5,10.6,9.3,12,0.055,31.6,13.9,28,0.4,14.4,11.7,18.4,17.9,4.9,75.5,38.3,0.145,75.1169758064516,6.16421052631579,180.644,241.9,4.4,4.5,0.29,0.219,0.328,0.102,0.08,33.4,104,311.96,7.3,13.3407,38.6333333333333
TRUE,"47",TRUE,48.2353826473023,0.0286791912557549,91.9,23.4091644822336,37.2,62.3,86.6,9.1,0.4,0.3,1.6,2,0.7620185,0.396,22403,16.1,16.8,15.1,17,0.07,28,14.9,24.9,0.6,13.7,17.9,23,13.8,6,79.3,20.1,0.157,76.3964721208963,8.07133458646616,54.956,314.5,4.7,4.6,0.311,0.224,0.324,0.112,0.07,31.5,74.7,294,10.3105263157895,15.81,37.9
TRUE,"47",TRUE,40.3009305088101,0.0455377236507134,96.1,28.2065053912189,41.8,59.7,96.4,0.9,0.3,0.5,1.1,0.8,0.93340675,0.451,22274,24.9,24.9,19.3,15.2,0.087,24.6,16.4,22.8,0.7,12.9,22.5,30.8,11.1,5,72.4,32.6,0.165,73.8178072412035,10.4,22.014,192.2,5,4.9,0.312,0.244,0.344,0.122,0.11,40.3,125.8,431.27,6.80115789473684,13.79,36.1
TRUE,"47",TRUE,45.668016194332,0.0126170544994117,96.5,12.6994155724057,46.9,76.7,95.7,1.3,0.2,0.1,1.1,1.6,0.94888925,0.443,23068,25.3,17.3,18.7,22.7,0.092,22.8,16.6,21.9,3,15.5,20.3,28.2,11,5.8,62.5,18.8,0.185,74.6787022900763,8.07133458646616,74.884,306.1,5.3,4.9,0.255,0.238,0.334,0.143,0.08,43.8,120.3,173.6,6.352863514719,14.18,38
TRUE,"47",TRUE,41.108279797581,0.0512467171050571,95.4,31.3819679008092,44.3,65.8,94.2,1.8,0.3,0.3,1.6,1.8,0.89015425,0.474,19741,38.8,37.9,26.3,16.6,0.091,19.3,23.3,22.9,0.6,11.4,22.5,28.6,7.8,2.9,68.6,22.3,0.171,74.1803684749232,7,65.967,281.1,5.5,5.1,0.443,0.265,0.337,0.138,0.09,63.9,103.3,669.87,6.7,11.315,39.7
TRUE,"47",TRUE,48.6707101339399,0.0861673236184996,94.7,48.1082999705015,39.7,68,90,3.4,0.3,0.9,1.6,3.8,0.8198115,0.436,25713,31.3,24.9,17.5,12,0.063,29.7,15.5,22.4,0.6,9.3,22.5,18.6,19,7.3,76.6,42.3,0.166,74.928479712378,6.6,104.436,353.2,4.9,4.7,0.345,0.221,0.384,0.117,0.08,54.2,94.6,467.02,4.9,15.505,38.55
TRUE,"47",TRUE,52.2226443768997,0.0245987821410515,89.8,21.2292209839066,39.7,71.1,77.1,12.6,0.1,0.2,1.3,8.7,0.6174485,0.465,23156,28,26,18.7,14.5,0.079,24.7,15.7,23.7,5,11.9,19,23.2,12.2,3.9,73.8,44.6,0.198,74.8050158061117,8.07133458646616,59.9913578947368,451.3,5,4.8,0.315,0.241,0.345,0.132,0.07,56.2,75.4,477.52,6.352863514719,13.75,38.6
TRUE,"47",TRUE,54.5397593484695,0.112958430832144,95.2,32.573676161806,49.7,87.4,95.8,0.3,0.3,0.4,0.9,2.3,0.9278285,0.444,21767,21.9,21.3,15.8,10.8,0.08,27.3,18.6,24.6,0.7,12,16.8,20,15.6,5.2,70.8,46.9,0.189,77.2329098360656,7.4,40.371,219.2,4.6,4.6,0.363,0.222,0.304,0.139,0.08,62.3,96.5,422.48,8.6,15.0633333333333,36.6
FALSE,"47",FALSE,52.1373563083789,1.09559432143065,93.2,504.432783923633,34.2,48,57.4,27.5,0.2,3,2.1,9.8,0.43143,0.487,27918,31.9,28,17.3,10.3,0.051,37.3,17.1,27.3,0.1,7.6,10.6,14.9,34,12.4,72.7,40.9,0.185,76.2790890269151,7.5,712.355,611.6,4.6,4.4,0.436,0.224,0.315,0.107,0.09,42.3,75.3,1153.22,9,12.865,38.0683333333333
TRUE,"47",TRUE,46.5914072775099,0.0190195385379429,94.8,13.5152320418057,45.3,76.1,93.1,2.9,0.2,0.2,1,2.6,0.85472075,0.5,23523,32.7,27.8,20.3,21.1,0.096,27.6,12.6,26.3,1.5,8.5,23.5,28.1,10.4,3.6,71.4,22.1,0.178,74.7936550308008,8.07133458646616,100.786,239.9,4.9,4.8,0.344,0.229,0.378,0.132,0.07,48.2,128.1,271.16,6.352863514719,14.105,39.65
TRUE,"47",TRUE,45.4848077059282,0.0287328808493694,99.9,24.1521165916318,41,65.3,90.7,1.2,0.2,0.3,1,6.6,0.82870025,0.466,22859,23,23.6,19.2,16.4,0.08,27.5,16.9,18.4,1.6,9.7,25.9,31.1,11.7,5.1,77.6,48.4,0.198,74.7935367683842,8.07133458646616,163.358,280.4,4.8,4.6,0.232,0.234,0.325,0.12,0.09,59.7,120.8,326.71,6.352863514719,14.6,38.5
TRUE,"47",TRUE,47.3680016997769,0.0797961585095769,96.3,39.778552251079,39.9,63.8,90.4,4.1,0.3,0.4,1.6,3.2,0.82640475,0.41,27297,25.9,18.3,14,11.1,0.062,27.4,16.7,24,0.6,16.5,14.8,19.4,14.9,5.4,73.6,28.7,0.161,75.7594803871625,7.1,93.662,345.4,4.6,4.5,0.29,0.23,0.378,0.109,0.08,44.5,94.9,379.3,6.4,13.945,37.95
TRUE,"47",TRUE,48.6858352443112,0.0617430326566953,93.8,28.6784346023806,40.3,67.1,81,14.2,0.2,0.5,1.6,2.6,0.68651775,0.455,24873,37.8,29.3,20.2,14.3,0.084,26.6,15.4,23.6,0.5,8.4,25.5,21.4,14.5,5.3,73.8,46.7,0.139,75.0364189886481,12.9,79.224,546.3,4.8,4.6,0.355,0.239,0.353,0.124,0.11,60.7,72.2,622.39,6.1,13.88,39.6
TRUE,"47",TRUE,64.6497341216105,0.0875766754508807,97.2,21.2634401641039,43.7,63.8,68.2,28,0.3,0.5,0.9,2.2,0.54625275,0.446,31025,17.3,17.6,13,14.2,0.075,30.8,14.7,27.7,0.6,11.5,14.7,17.2,18.9,5.8,76.6,46.1,0.146,76.734645030426,6.9,246.199,444.9,4.4,4.3,0.329,0.2,0.326,0.138,0.09,47.3,62.3,367.23,7.3,14.79125,40.4041666666667
TRUE,"47",TRUE,49.7044405997693,0.0308491456643416,96,13.8849409850013,44.2,71.6,97.6,0.1,0.2,0.2,0.8,1.1,0.955676,0.487,21120,39,31.4,25,17.8,0.084,28.4,12.5,19.6,4.1,16.4,19,28.4,10.1,3.8,65.3,30.3,0.18,73.2514285714286,8.07133458646616,34.0913578947368,178.4,5.4,5.1,0.333,0.255,0.364,0.139,0.09,47.1,104.7,208.3,6.352863514719,14.3255555555555,36.4666666666667
TRUE,"47",TRUE,50.3640056241212,0.0721185466227009,95,28.6424965089042,41.5,65.4,89.7,5.1,0.3,0.7,1.6,2.5,0.81296825,0.427,22983,22.6,19.6,13.2,10.2,0.061,30.6,15,20.4,3.3,9.8,21,20.3,16.5,6.8,75.7,40.4,0.157,76.3225641025641,7.4,34.523,304.1,4.6,4.7,0.329,0.212,0.306,0.119,0.09,35.5,98,334.6,6.352863514719,14.935,39.55
TRUE,"47",TRUE,52.9194919814875,0.0879927698013933,90.7,31.7546374077683,40.4,71.8,77.6,18.7,0.2,0.2,1.2,2,0.64051025,0.463,24206,32,28.8,19.1,14.1,0.09,26.7,15.8,23.7,1,9.4,23.3,20.3,14.8,4.2,73.6,47,0.155,72.9789407446251,7.8,131.614,503.8,4.8,4.7,0.336,0.251,0.309,0.133,0.09,50.8,91.4,576.71,7.6,14.11,38.7
TRUE,"47",TRUE,48.3566183055705,0.0483161601202647,95.8,18.2956018077296,42.9,65.2,85.5,10.2,0.3,0.4,2,1.6,0.74763575,0.454,24491,31.6,25.3,17.1,10.8,0.063,25.5,14.6,24.1,0.6,11.2,23.9,22,12.1,4.8,75.9,25.9,0.16,75.4137180796731,8.07133458646616,134.381,374.9,4.7,4.7,0.334,0.234,0.339,0.13,0.08,40.8,103.8,306.08,6.352863514719,15.77,39.2
TRUE,"47",TRUE,41.143764892772,0.0324464110743735,99.1,31.2844168058462,43.6,64.3,96,0.4,0.2,0.1,0.9,2.3,0.92692225,0.446,20588,32,24.3,18.7,20.1,0.082,21.3,16.1,18.8,0.9,13.4,29.5,32.1,7.3,2.5,70.3,28.9,0.182,74.2386991461577,8.07133458646616,78.076,149.7,5,4.8,0.216,0.247,0.32,0.127,0.1,50.1,103.2,144.58,6.352863514719,13.037,37.37
TRUE,"47",TRUE,44.2114420033686,0.106873610222499,95.3,42.5567918746137,43.7,65,93.9,2,0.2,0.4,1.1,2.5,0.88656975,0.425,23147,30.8,26.5,19.7,15.2,0.083,25.5,17,21.8,0.6,10.1,25,23.4,14,5.6,65.1,29.2,0.174,74.7053302611367,5.5,73.182,213.6,4.9,4.7,0.333,0.24,0.33,0.124,0.09,45.9,96.2,384.74,4.3,10.15,38.1
TRUE,"47",TRUE,40.402402975112,0.0189569006787259,97.8,14.4830864055987,42.6,72.7,97.2,0.3,0.5,0.2,1.1,0.8,0.8702845,0.439,19082,54.8,46.3,31.5,14,0.094,22.4,17.5,19.2,3,12.6,25.4,35.7,8,3.1,72.7,41.9,0.185,72.7957330637007,8.07133458646616,66.9913578947369,58.6,5.5,5.3,0.396,0.259,0.3,0.14,0.1,51.2,170.2,594.85,10.2511578947368,15.985,36.85
TRUE,"47",TRUE,44.5908645712759,0.0896258282738348,95,150.913524365851,39.9,68,82.9,3.8,0.2,0.7,1.7,10.7,0.70243875,0.452,24401,40.3,28.3,17.7,9.3,0.073,23.6,15.4,24.4,1,9.3,26.3,21.6,15.6,6.1,71.3,32.4,0.202,74.845641025641,6.7,80.668,283.7,4.9,4.7,0.339,0.227,0.302,0.124,0.09,62.4,94.7,526.33,4.8,12.105,38.45
TRUE,"47",TRUE,53.2786637784638,0.631662543007602,93.1,247.792321396133,39.3,58.3,72,20.1,0.2,1.7,1.5,4.5,0.57476475,0.48,26592,27.5,22.1,14.7,8.8,0.063,35.7,18,25.8,0.1,7.7,12.8,14.6,27,9,75.3,45.4,0.154,77.0494148109788,9.2,321.68,552.8,4.4,4.5,0.36,0.201,0.299,0.118,0.1,39.4,69.9,635.92,7.1,15.84,39.4
